X.Item;Label;Bx;By;Width;Height;Area;Mean;Major;Minor;Feret;Area_exc;ThickR;Pred;pred_valid_Id_20170806_1703;Valid;esd;Major.micron;Minor.micron;Major.mm;Minor.mm;Area_ellipse_mm2;biovol.mm;g_carbon
1471;abr1_noronha_st01_300_d2_d2_1;20324;8901;62;55;2450;143.0599976;62.5;49.90000153;64.59999847;2450;1.661000013;10_Mol_gast;05_ostracoda;05_ostracoda;592.180468274976;662.5;528.940016218;0.6625;0.528940016218;0.275221392701335;0.0970012048598535;0.00000393729536272315
1472;abr1_noronha_st01_300_d2_d2_1;18101;8917;134;140;5874;150.8699951;133.8000031;55.90000153;151.1999969;5870;2.614000082;03_Copepod;03_copepod;03_copepod;916.933854903131;1418.28003286;592.540016218;1.41828003286;0.592540016218;0.660038935444259;0.260600807162035;0.0000111497200216713
1473;abr1_noronha_st01_300_d2_d2_1;21254;8962;144;184;7962;170.3600006;170.8999939;59.29999924;202.1999969;7952;2.200000048;03_Copepod;03_copepod;03_copepod;1067.53500218575;1811.53993534;628.579991944;1.81153993534;0.628579991944;0.894331127768344;0.374582441738901;0.0000160051306714084
1477;abr1_noronha_st01_300_d2_d2_1;14676;9076;754;272;65122;142.2799988;649.9000244;127.5999985;780.7999878;64603;4.083000183;12_Euphausiacea;12_euphausiacea;12_euphausiacea;3053.05692478658;6888.94025864;1352.5599841;6.88894025864;1.3525599841;7.31810833650323;6.59544169305571;0.000195258884725649
1479;abr1_noronha_st01_300_d2_d2_1;18541;9100;130;74;4495;188.1699982;123.5999985;46.29999924;131.3000031;4467;2.25;03_Copepod;03_copepod;03_copepod;802.113609184021;1310.1599841;490.779991944;1.3101599841;0.490779991944;0.505011259743503;0.165149181929481;0.00000810782664349171
1480;abr1_noronha_st01_300_d2_d2_1;19883;9111;95;77;3107;156.3200073;104.1999969;38;115.5999985;3107;1.799999952;03_Copepod;03_copepod;03_copepod;666.870741588849;1104.51996714;402.8;1.10451996714;0.4028;0.349424147721184;0.0937844622937925;0.00000523077644915316
1481;abr1_noronha_st01_300_d2_d2_1;19040;9118;191;430;16138;175.2700043;451.5;45.5;457.3999939;16135;2.398999929;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1519.8330783304;4785.9;482.3;4.7859;0.4823;1.81288711895932;0.58260813101309;0.0000371054240867493
1484;abr1_noronha_st01_300_d2_d2_1;20805;9130;55;60;2115;178.2899933;67.19999695;40.09999847;69.30000305;2114;1.672999978;05_Ostracoda;05_ostracoda;05_ostracoda;550.207141074316;712.31996767;425.059983782;0.71231996767;0.425059983782;0.237801845817147;0.067352536966267;0.00000330881361978582
1488;abr1_noronha_st01_300_d2_d2_1;20535;9258;78;150;6170;177.3000031;134.8000031;58.29999924;150.6000061;6129;2.089999914;03_Copepod;03_copepod;03_copepod;939.752779524596;1428.88003286;617.979991944;1.42888003286;0.617979991944;0.693521713841707;0.285576846698977;0.0000118259943338777
1489;abr1_noronha_st01_300_d2_d2_1;18610;9301;157;190;7673;160.1499939;161.3999939;60.5;193.5;7668;2.002000093;03_Copepod;03_copepod;03_copepod;1047.98154794861;1710.83993534;641.3;1.71083993534;0.6413;0.861708745279157;0.368222444461614;0.0000153128203361927
1490;abr1_noronha_st01_300_d2_d2_1;20327;9341;79;60;3687;150.7599945;78.40000153;59.90000153;80.40000153;3687;1.506000042;05_Ostracoda;05_ostracoda;05_ostracoda;726.453140680867;831.040016218;634.940016218;0.831040016218;0.634940016218;0.414423635801399;0.175333834824539;0.00000640818684487392
1493;abr1_noronha_st01_300_d2_d2_1;19663;9401;131;78;5157;163.8600006;115.3000031;57;135.8999939;5056;3.086999893;03_Copepod;03_copepod;03_copepod;859.15120311207;1222.18003286;604.2;1.22218003286;0.6042;0.579970343292793;0.233493622922687;0.00000955936572698603
1499;abr1_noronha_st01_300_d2_d2_1;21869;9476;65;58;1575;189.3600006;50.59999847;39.70000076;73.40000153;1572;3.74000001;04_Decaposa_brac_zoea;05_ostracoda;05_ostracoda;474.800662162353;536.359983782;420.820008056;0.536359983782;0.420820008056;0.177273014830062;0.0497081416614333;0.00000233271091731303
1501;abr1_noronha_st01_300_d2_d2_1;20931;9544;176;114;8015;168.9600067;162.3999939;62.79999924;182.8000031;7826;2.73300004;03_Copepod;03_copepod;03_copepod;1071.08219575516;1721.43993534;665.679991944;1.72143993534;0.665679991944;0.900009842631433;0.3992098781486;0.000016126140138858
1505;abr1_noronha_st01_300_d2_d2_1;19786;9593;192;315;13684;161.6600037;332.1000061;52.5;362.2999878;13672;2.487999916;12_Euphausiacea;12_euphausiacea;12_euphausiacea;1399.51503884347;3520.26006466;556.5;3.52026006466;0.5565;1.53861442183747;0.570536566071743;0.0000305253499892988
1506;abr1_noronha_st01_300_d2_d2_1;14702;9629;125;88;5478;168.9100037;119;58.59999847;143.3999939;5470;2.086999893;03_Copepod;03_copepod;03_copepod;885.48671707409;1261.4;621.159983782;1.2614;0.621159983782;0.615383968226962;0.254705406868599;0.0000102579397327543
1509;abr1_noronha_st01_300_d2_d2_1;19478;9783;183;78;10183;162.6799927;184.6999969;70.19999695;186.3000031;10156;1.712000012;05_Ostracoda;05_ostracoda;05_ostracoda;1207.28250932615;1957.81996714;744.11996767;1.95781996714;0.74411996767;1.14420961607419;0.567331722793639;0.0000214584252406127
1516;abr1_noronha_st01_300_d2_d2_1;19121;9859;109;137;4386;178.5299988;109.3000031;51.09999847;153.5;4381;2.132999897;03_Copepod;03_copepod;03_copepod;792.328632841438;1158.58003286;541.659983782;1.15858003286;0.541659983782;0.492881676825102;0.177892624328463;0.00000787662142853593
1520;abr1_noronha_st01_300_d2_d2_1;16664;9955;286;352;7553;187.3200073;176.6000061;54.40000153;401;7492;7.875;15_Multiples;03_copepod;03_copepod;1039.75442960602;1871.96006466;576.640016218;1.87196006466;0.576640016218;0.84779575572287;0.325750080382709;0.0000150190604291403
1523;abr1_noronha_st01_300_d2_d2_1;17590;9970;59;50;2070;138.7200012;58.90000153;44.79999924;61.40000153;2070;1.955000043;10_Mol_gast;05_ostracoda;05_ostracoda;544.322403526524;624.340016218;474.879991944;0.624340016218;0.474879991944;0.232860016874194;0.0736830022030072;0.00000322714999633472
1525;abr1_noronha_st01_300_d2_d2_1;15854;9979;501;958;45574;183.7899933;1031.199951;56.29999924;1064.400024;45566;1.761999965;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2554.05126913113;10930.7194806;596.779991944;10.9307194806;0.596779991944;5.12333653989002;2.03730314293419;0.000127745062775216
1528;abr1_noronha_st01_300_d2_d2_1;19622;9993;247;303;10529;189.7299957;131.3000031;102.0999985;328.2000122;10389;3.823999882;15_Multiples;03_copepod;03_copepod;1227.62182188963;1391.78003286;1082.2599841;1.39178003286;1.0822599841;1.18301999216264;0.853124081684509;0.0000223273289694413
1531;abr1_noronha_st01_300_d2_d2_1;23076;10016;91;69;2700;181.1100006;90.19999695;38.09999847;104.4000015;2700;1.911999941;05_Ostracoda;05_ostracoda;05_ostracoda;621.659992678325;956.11996767;403.859983782;0.95611996767;0.403859983782;0.303272543044656;0.0816117015704001;0.00000441934159709727
1532;abr1_noronha_st01_300_d2_d2_1;21180;10050;48;48;1607;163.1999969;45.5;44.90000153;51.09999847;1607;2.871999979;16_Outfoccus;10_mol_gast;10_mol_gast;479.599780071453;482.3;475.940016218;0.4823;0.475940016218;0.180284904573623;0.0571742006863842;0.00000237995001015615
1533;abr1_noronha_st01_300_d2_d2_1;20612;10073;62;59;2794;210.6999969;61.09999847;58.20000076;62.59999847;2786;1.353999972;13_Fish_egg;13_fish_egg;13_fish_egg;632.388899131874;647.659983782;616.920008056;0.647659983782;0.616920008056;0.313809293832017;0.128998058364466;0.00000460265576799834
1534;abr1_noronha_st01_300_d2_d2_1;20476;10081;101;62;3121;142.4199982;84.69999695;46.90000153;103.5999985;3116;1.871000051;03_Copepod;03_copepod;03_copepod;668.371497446387;897.81996767;497.140016218;0.89781996767;0.497140016218;0.350556370271353;0.116124832866764;0.00000525095200719593
1535;abr1_noronha_st01_300_d2_d2_1;23936;10085;109;55;3349;184.2100067;103.9000015;41.09999847;112.5999985;3348;1.957000017;03_Copepod;03_copepod;03_copepod;692.354645693963;1101.3400159;435.659983782;1.1013400159;0.435659983782;0.376841714859919;0.10939441715282;0.00000572275781877564
1537;abr1_noronha_st01_300_d2_d2_1;17327;10135;211;361;14704;152.4600067;326;57.40000153;390.3999939;14502;3.687000036;12_Euphausiacea;12_euphausiacea;12_euphausiacea;1450.73732187121;3455.6;608.440016218;3.4556;0.608440016218;1.65131952485834;0.669479682508767;0.0000332043680699738
1538;abr1_noronha_st01_300_d2_d2_1;15278;10165;52;56;2049;145.7299957;55.40000153;47.09999847;58.79999924;2049;2.464999914;10_Mol_gast;10_mol_gast;10_mol_gast;541.554309431376;587.240016218;499.259983782;0.587240016218;0.499259983782;0.230267306875175;0.0766033136178095;0.00000318443659819083
1539;abr1_noronha_st01_300_d2_d2_1;21870;10180;48;56;2014;148.8999939;57.20000076;44.79999924;59.09999847;2014;1.332999945;10_Mol_gast;05_ostracoda;05_ostracoda;536.9091063998;606.320008056;474.879991944;0.606320008056;0.474879991944;0.226139096709417;0.0715563272076386;0.00000311661544504083
1540;abr1_noronha_st01_300_d2_d2_1;18564;10204;64;62;3078;191.2700043;63.59999847;61.59999847;64.80000305;3078;1.371000051;13_Fish_egg;13_fish_egg;13_fish_egg;663.751238798369;674.159983782;652.959983782;0.674159983782;0.652959983782;0.345731872605583;0.150423088511816;0.00000516506866415004
1541;abr1_noronha_st01_300_d2_d2_1;21145;10226;129;74;4223;170.0899963;112.3000031;47.90000153;137.1000061;4223;1.927999973;03_Copepod;03_copepod;03_copepod;777.466307869744;1190.38003286;507.740016218;1.19038003286;0.507740016218;0.474697459475811;0.160600471624288;0.00000753203468444632
1542;abr1_noronha_st01_300_d2_d2_1;19174;10250;163;224;6397;161.5;96.09999847;84.80000305;253.6000061;6332;2.434999943;03_Copepod;03_copepod;03_copepod;956.883822457841;1018.659983782;898.88003233;1.018659983782;0.89888003233;0.719152278093672;0.430735939799482;0.000012347897490955
1543;abr1_noronha_st01_300_d2_d2_1;14736;10258;118;168;5346;165.6699982;118;57.70000076;179;5345;3.730999947;03_Copepod;03_copepod;03_copepod;874.75314807304;1250.8;611.620008056;1.2508;0.611620008056;0.600840830965213;0.244866649330442;0.00000997010937582514
1544;abr1_noronha_st01_300_d2_d2_1;22817;10276;119;56;4880;154.1300049;116.5999985;53.29999924;119.5999985;4880;1.582000017;05_Ostracoda;05_ostracoda;05_ostracoda;835.758780302967;1235.9599841;564.979991944;1.2359599841;0.564979991944;0.5484377741387;0.206466190160438;0.00000894412271701959
1545;abr1_noronha_st01_300_d2_d2_1;22261;10280;61;69;3073;150.8099976;75.30000305;52;80.5;3073;1.430999994;05_Ostracoda;05_ostracoda;05_ostracoda;663.211910490577;798.18003233;551.2;0.79818003233;0.5512;0.345541289256617;0.126910534892914;0.00000516168064505629
1547;abr1_noronha_st01_300_d2_d2_1;22663;10288;126;96;6039;175.5200043;101.4000015;75.80000305;137.6999969;6027;3.346999884;04_Decapoda_outros;04_decapoda_camarao;04_decapoda_camarao;929.722950308967;1074.8400159;803.48003233;1.0748400159;0.80348003233;0.67827966410244;0.36313858846338;0.000011517352502359
1550;abr1_noronha_st01_300_d2_d2_1;22010;10410;68;76;2475;179.0200043;78.59999847;40.09999847;86.40000153;2475;2.21600008;03_Copepod;03_copepod;03_copepod;595.194128797835;833.159983782;425.059983782;0.833159983782;0.425059983782;0.278143237585235;0.07877841581508;0.0000039870870065788
1551;abr1_noronha_st01_300_d2_d2_1;18626;10412;146;218;10432;167.3699951;159.8999939;83.09999847;220.8000031;10285;3.526000023;03_Copepod;03_copepod;03_copepod;1221.95391200214;1694.93993534;880.859983782;1.69493993534;0.880859983782;1.17260319955394;0.688250399632441;0.0000220935737270084
1552;abr1_noronha_st01_300_d2_d2_1;20896;10425;91;101;4354;155.9700012;111;49.90000153;117.8000031;4343;2.335000038;03_Copepod;03_copepod;03_copepod;789.432949759259;1176.6;528.940016218;1.1766;0.528940016218;0.488793193437571;0.1722741398311;0.00000779893174438039
1553;abr1_noronha_st01_300_d2_d2_1;19897;10445;203;145;7913;177.2299957;167.3000031;60.20000076;223.3000031;7909;2.815000057;15_Multiples;03_copepod;03_copepod;1064.24500316027;1773.38003286;638.120008056;1.77338003286;0.638120008056;0.888779558830271;0.377906999576821;0.0000158869716296418
1554;abr1_noronha_st01_300_d2_d2_1;16346;10460;405;138;9642;180.0800018;331.3999939;37;417.2000122;9639;2.660000086;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1174.77474192609;3512.83993534;392.2;3.51283993534;0.3922;1.0820711847486;0.282782114578028;0.0000200789330453714
1557;abr1_noronha_st01_300_d2_d2_1;21470;10484;84;83;5441;149.25;84.5;82;86.40000153;5441;1.511999965;23_Ovo_invert;23_ovo_invert;23_ovo_invert;882.491233423915;895.7;869.2;0.8957;0.8692;0.611465802502968;0.354144423163787;0.0000101802648682303
1559;abr1_noronha_st01_300_d2_d2_1;20097;10547;78;158;5171;171.3600006;132.6999969;49.59999847;159.6999969;5167;2.569999933;04_Decapoda_outros;04_decapoda_outros;04_decapoda_outros;860.316605919229;1406.61996714;525.759983782;1.40661996714;0.525759983782;0.580836885069252;0.203483984151511;0.000009576364648639
1562;abr1_noronha_st01_300_d2_d2_1;22099;10601;97;42;2896;155.1100006;97.5;37.79999924;97.69999695;2896;1.376999974;05_Ostracoda;03_copepod;03_copepod;643.828675236918;1033.5;400.679991944;1.0335;0.400679991944;0.32523555633065;0.0868328771642835;0.00000480277049162065
1564;abr1_noronha_st01_300_d2_d2_1;20321;10648;163;74;7303;163.1900024;151.1000061;61.5;164.1000061;7172;3.20600009;03_Copepod;03_copepod;03_copepod;1022.40199256208;1601.66006466;651.9;1.60166006466;0.6519;0.820051655220176;0.356213772561363;0.0000144360118789057
1565;abr1_noronha_st01_300_d2_d2_1;21096;10662;47;79;2434;154.25;71;43.59999847;80.19999695;2434;1.600000024;05_Ostracoda;05_ostracoda;05_ostracoda;590.243650435124;752.6;462.159983782;0.7526;0.462159983782;0.273178448810024;0.0841254286755769;0.00000390254076796213
1566;abr1_noronha_st01_300_d2_d2_1;23953;10680;121;858;36332;176.0200043;803.7000122;57.59999847;862.7999878;36327;1.914000034;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2280.42445484772;8519.22012932;610.559983782;8.51922012932;0.610559983782;4.08524454451722;1.66201489714393;0.0000975721065246619
1569;abr1_noronha_st01_300_d2_d2_1;19576;10748;113;68;5246;145.5700073;113;59.09999847;115.9000015;5246;3.096999884;03_Copepod;03_copepod;03_copepod;866.533146664059;1197.8;626.459983782;1.1978;0.626459983782;0.589342179699704;0.246008082686476;0.00000974346761876308
1572;abr1_noronha_st01_300_d2_d2_1;19529;10838;142;122;6155;165.6900024;119;65.90000153;146.5;6151;2.900000095;03_Copepod;03_copepod;03_copepod;938.609759300838;1261.4;698.540016218;1.2614;0.698540016218;0.69204446256864;0.322117117591975;0.0000117960240403965
1573;abr1_noronha_st01_300_d2_d2_1;21667;10840;77;126;4566;174.7400055;118;49.20000076;136.1999969;4565;2.154999971;03_Copepod;03_copepod;03_copepod;808.423613493262;1250.8;521.520008056;1.2508;0.521520008056;0.512328751312958;0.178036160482525;0.00000824782007911759
1575;abr1_noronha_st01_300_d2_d2_1;20240;10851;256;170;8815;168.7899933;265;42.40000153;304.7999878;8804;2.625999928;12_Euphausiacea;12_euphausiacea;12_euphausiacea;1123.26491818855;2809;449.440016218;2.809;0.449440016218;0.991547121495477;0.296943355595934;0.0000180962708392765
1576;abr1_noronha_st01_300_d2_d2_1;18018;10871;36;28;730;202.6900024;35.29999924;26.29999924;36.5;730;2.667000055;23_Ovo_invert;23_ovo_invert;23_ovo_invert;323.245484596617;374.179991944;278.779991944;0.374179991944;0.278779991944;0.081927941659597;0.0152188613831105;0.00000093102281494725
1577;abr1_noronha_st01_300_d2_d2_1;21845;10883;56;118;2960;160.0299988;108.9000015;34.59999847;124.9000015;2958;1.871000051;03_Copepod;03_copepod;03_copepod;650.903928062259;1154.3400159;366.759983782;1.1543400159;0.366759983782;0.332510663261294;0.0812598541322052;0.00000493088448256177
1578;abr1_noronha_st01_300_d2_d2_1;20887;10938;116;50;3282;157.7799988;97.5;42.90000153;117.4000015;3282;2.34100008;03_Copepod;03_copepod;03_copepod;685.394042599272;1033.5;454.740016218;1.0335;0.454740016218;0.369116564675235;0.111844652506204;0.00000558342643430051
1579;abr1_noronha_st01_300_d2_d2_1;21296;10982;490;269;13548;202.6499939;326.1000061;52.90000153;530.7999878;13542;1.968999982;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1392.54305242827;3456.66006466;560.740016218;3.45666006466;0.560740016218;1.52232753744758;0.568798142681938;0.0000301412205256817
1580;abr1_noronha_st01_300_d2_d2_1;21170;11004;153;153;6642;165.7100067;125.4000015;67.40000153;170.8000031;6551;2.618999958;03_Copepod;03_copepod;03_copepod;975.035599546071;1329.2400159;714.440016218;1.3292400159;0.714440016218;0.74586299368729;0.355069483140451;0.0000128955679074199
1584;abr1_noronha_st01_300_d2_d2_1;20901;11053;117;151;6551;172.5800018;148.1999969;56.29999924;172.1999969;6546;2.336999893;03_Copepod;03_copepod;03_copepod;968.333232109506;1570.91996714;596.779991944;1.57091996714;0.596779991944;0.736305755826551;0.292793186398442;0.0000126991731279644
1586;abr1_noronha_st01_300_d2_d2_1;22818;11068;91;90;4562;159.3300018;97.69999695;59.5;103.6999969;4541;1.664999962;18_Amphipoda;03_copepod;03_copepod;808.069430074951;1035.61996767;630.7;1.03561996767;0.6307;0.512994994783428;0.215587946136861;0.00000826058517283522
1591;abr1_noronha_st01_300_d2_d2_1;15684;11198;315;385;24592;156.3899994;305.2999878;102.5999985;391.5;24492;3.036999941;03_Copepod;03_copepod;03_copepod;1876.15174647366;3236.17987068;1087.5599841;3.23617987068;1.0875599841;2.7642400389265;2.00316853235862;0.000061298710377588
1592;abr1_noronha_st01_300_d2_d2_1;20060;11214;109;153;6069;166.1600037;135.8000031;56.90000153;154.6000061;6066;2.438999891;03_Copepod;03_copepod;03_copepod;932.02938637688;1439.48003286;603.140016218;1.43948003286;0.603140016218;0.681888976787363;0.274044019906517;0.0000115903208491911
1593;abr1_noronha_st01_300_d2_d2_1;20575;11227;155;160;6609;157.25;126.1999969;66.69999695;165.8999939;6607;1.92900002;03_Copepod;03_copepod;03_copepod;972.610408318473;1337.71996714;707.01996767;1.33771996714;0.70701996767;0.742825442258443;0.349950779996781;0.0000128330961430488
1596;abr1_noronha_st01_300_d2_d2_1;22062;11289;74;69;3684;196.0700073;70.5;66.5;74.19999695;3614;4.073999882;13_Fish_egg;13_fish_egg;13_fish_egg;726.157534100701;747.3;704.9;0.7473;0.7049;0.413725580687623;0.19432487681887;0.00000639534410187576
1603;abr1_noronha_st01_300_d2_d2_1;23209;11422;49;113;2631;153.8000031;89.90000153;37.29999924;113.5;2631;2.155999899;03_Copepod;03_copepod;03_copepod;613.665150711243;952.940016218;395.379991944;0.952940016218;0.395379991944;0.295917148892637;0.077960270715626;0.0000042920883278931
1605;abr1_noronha_st01_300_d2_d2_1;20308;11497;131;88;4958;158.25;116.8000031;54.09999847;135.8000031;4958;2.361000061;03_Copepod;03_copepod;03_copepod;842.41152174844;1238.08003286;573.459983782;1.23808003286;0.573459983782;0.557624335892264;0.213075420131409;0.00000912268831471923
1607;abr1_noronha_st01_300_d2_d2_1;19155;11506;85;202;8778;143.7899933;188.1000061;59.40000153;204.8000031;8633;2.14199996;03_Copepod;03_copepod;03_copepod;1120.90504833752;1993.86006466;629.640016218;1.99386006466;0.629640016218;0.985999915444092;0.413673513955022;0.000017975859950988
1608;abr1_noronha_st01_300_d2_d2_1;22392;11522;236;256;20816;149.1999969;209.8000031;126.3000031;298.7999878;20800;3.756000042;03_Copepod;12_euphausiacea;12_euphausiacea;1726.11480085552;2223.88003286;1338.78003286;2.22388003286;1.33878003286;2.33835510040516;2.08597071080836;0.0000502319043205157
1609;abr1_noronha_st01_300_d2_d2_1;21933;11530;112;122;5207;162.2400055;119.8000031;55.29999924;139.1999969;5205;2.592000008;03_Copepod;03_copepod;03_copepod;863.306132091627;1269.88003286;586.179991944;1.26988003286;0.586179991944;0.584633324113848;0.22835108182869;0.00000965089599907347
1610;abr1_noronha_st01_300_d2_d2_1;23700;11536;226;214;13949;145.3999939;229.3999939;77.40000153;273.2999878;13945;2.76699996;03_Copepod;03_copepod;03_copepod;1413.00134104994;2431.63993534;820.440016218;2.43163993534;0.820440016218;1.56688088760364;0.85658671400664;0.00003119385229314
1611;abr1_noronha_st01_300_d2_d2_1;20664;11547;161;151;6149;153.25;127.8000031;61.20000076;167.8000031;6147;1.605999947;03_Copepod;03_copepod;03_copepod;938.152161276094;1354.68003286;648.720008056;1.35468003286;0.648720008056;0.69021422203238;0.298352521720664;0.0000117589092018078
1614;abr1_noronha_st01_300_d2_d2_1;18559;11600;114;136;4456;170.7599945;90.30000305;62.79999924;148.6000061;4393;2.24000001;03_Copepod;03_copepod;03_copepod;798.626336579071;957.18003233;665.679991944;0.95718003233;0.665679991944;0.500436543025316;0.221974473943676;0.00000802050141315472
1616;abr1_noronha_st01_300_d2_d2_1;20318;11646;62;101;3422;142.8399963;86.69999695;50.20000076;109.5999985;3422;1.610999942;05_Ostracoda;05_ostracoda;05_ostracoda;699.859785775139;919.01996767;532.120008056;0.91901996767;0.532120008056;0.384082409804437;0.136182882730837;0.00000585384540081203
1617;abr1_noronha_st01_300_d2_d2_1;18078;11720;226;346;15296;167.3800049;160.8999939;121;371.3999939;14966;5.119999886;03_Copepod;03_copepod;03_copepod;1479.65332486479;1705.53993534;1282.6;1.70553993534;1.2826;1.71807852663113;1.46832692210447;0.0000348078639748592
1619;abr1_noronha_st01_300_d2_d2_1;23085;11849;218;116;13766;159.9600067;212.6000061;82.40000153;226.3999939;13472;3.898999929;03_Copepod;03_copepod;03_copepod;1403.70200259952;2253.56006466;873.440016218;2.25356006466;0.873440016218;1.5459381131885;0.899733116070527;0.0000306983331931669
1628;abr1_noronha_st01_300_d2_d2_1;21139;11971;94;159;4589;166.7400055;131;44.59999847;167;4588;2.154000044;03_Copepod;03_copepod;03_copepod;810.457164374913;1388.6;472.759983782;1.3886;0.472759983782;0.515593877204178;0.162419054047715;0.00000831040932991426
1629;abr1_noronha_st01_300_d2_d2_1;20178;11996;85;84;3402;154.8399963;94.90000153;45.59999847;103.0999985;3368;2.105000019;03_Copepod;03_copepod;03_copepod;697.811611100007;1005.940016218;483.359983782;1.005940016218;0.483359983782;0.381885052137565;0.122996249588289;0.0000058140137710612
1630;abr1_noronha_st01_300_d2_d2_1;17096;12003;61;61;2898;206.3800049;61.59999847;59.90000153;63;2894;1.985999942;13_Fish_egg;13_fish_egg;13_fish_egg;644.050953398292;652.959983782;634.940016218;0.652959983782;0.634940016218;0.325618556544664;0.137762292680543;0.00000480950162754603
1631;abr1_noronha_st01_300_d2_d2_1;22785;12051;141;257;13740;148.1600037;232.6999969;75.19999695;269.2999878;13720;2.184999943;03_Copepod;03_copepod;03_copepod;1402.37578216215;2466.61996714;797.11996767;2.46661996714;0.79711996767;1.54424360803983;0.820215584690241;0.0000306582956604378
1633;abr1_noronha_st01_300_d2_d2_1;20461;12093;151;97;6202;151.9799957;152.8999939;51.70000076;172.3000031;6190;2.088000059;03_Copepod;03_copepod;03_copepod;942.186588144292;1620.73993534;548.020008056;1.62073993534;0.548020008056;0.697589009149457;0.254732618859816;0.0000119085737459835
1635;abr1_noronha_st01_300_d2_d2_1;16646;12113;189;111;9346;154.4799957;172.5;69;191.1999969;9336;2.052000046;03_Copepod;03_copepod;03_copepod;1156.60196347353;1828.5;731.4;1.8285;0.7314;1.05036393625221;0.5118978133134;0.0000193807489457849
1637;abr1_noronha_st01_300_d2_d2_1;20772;12140;96;149;5195;168.6300049;134.3000031;49.29999924;152.6000061;5168;2.555999994;03_Copepod;03_copepod;03_copepod;862.310774959623;1423.58003286;522.579991944;1.42358003286;0.522579991944;0.584284744516287;0.203453816658452;0.0000096440488719594
1638;abr1_noronha_st01_300_d2_d2_1;20894;12167;164;106;4349;184.7400055;107.9000015;51.29999924;170.8999939;4309;2.635999918;03_Copepod;03_copepod;03_copepod;788.979539263089;1143.7400159;543.779991944;1.1437400159;0.543779991944;0.488472840168892;0.176991398787391;0.00000779284956751629
1639;abr1_noronha_st01_300_d2_d2_1;14756;12199;70;135;3673;163.0200043;114.0999985;41;140.6000061;3659;4.301000118;15_Multiples;03_copepod;03_copepod;725.072612221445;1209.4599841;434.6;1.2094599841;0.4346;0.412829864783373;0.11954993536027;0.00000637887084751003
1642;abr1_noronha_st01_300_d2_d2_1;16138;12270;156;78;6598;137.5;145.8999939;57.59999847;156.8000031;6596;2.710000038;03_Copepod;03_copepod;03_copepod;971.800666305517;1546.53993534;610.559983782;1.54653993534;0.610559983782;0.741616455241196;0.301714519937901;0.0000128082450158598
1645;abr1_noronha_st01_300_d2_d2_1;23498;12323;99;126;5846;159.9299927;121.5999985;61.20000076;143.6999969;5842;2.970000029;03_Copepod;03_copepod;03_copepod;914.745838495364;1288.9599841;648.720008056;1.2889599841;0.648720008056;0.656729626979297;0.283878445333966;0.00001108322771047
1646;abr1_noronha_st01_300_d2_d2_1;19966;12378;91;171;5796;178.9600067;136.8000031;53.90000153;173;5755;4.078000069;15_Multiples;03_copepod;03_copepod;910.825593155186;1450.08003286;571.340016218;1.45008003286;0.571340016218;0.650693542246175;0.247719192548812;0.0000109621116830938
1649;abr1_noronha_st01_300_d2_d2_1;20749;12465;165;188;6945;192.9199982;105.9000015;83.5;217.3000031;6795;3.154000044;03_Copepod;03_copepod;03_copepod;997.027556813043;1122.5400159;885.1;1.1225400159;0.8851;0.780340331229465;0.460219388158514;0.0000136079973248287
1651;abr1_noronha_st01_300_d2_d2_1;15454;12493;421;605;26651;223.8399963;543.2999878;62.5;723.4000244;25363;3.002000093;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1953.11489253436;5758.97987068;662.5;5.75897987068;0.6625;2.99654859142715;1.32280468213969;0.0000674769692035052
1654;abr1_noronha_st01_300_d2_d2_1;22059;12505;412;536;21426;197.0500031;386.3999939;70.59999847;670.4000244;21414;1.840999961;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1751.22354315181;4095.83993534;748.359983782;4.09583993534;0.748359983782;2.40737316105138;1.20044560973185;0.0000520011387977853
1655;abr1_noronha_st01_300_d2_d2_1;19565;12517;207;268;11277;168.9199982;146.8000031;97.80000305;316.7999878;11166;6.230999947;03_Copepod;03_copepod;03_copepod;1270.47998352396;1556.08003286;1036.68003233;1.55608003286;1.03668003233;1.26697062264816;0.875184857565435;0.0000242252562663607
1656;abr1_noronha_st01_300_d2_d2_1;22932;12555;195;347;21784;148.6199951;297.2999878;93.30000305;368.2000122;21440;2.313999891;13_Fish_larvae;13_fish_larvae;13_fish_larvae;1765.79324481647;3151.37987068;988.98003233;3.15137987068;0.98898003233;2.4478125732715;1.61307366418513;0.0000530422823803932
1660;abr1_noronha_st01_300_d2_d2_1;18426;12671;186;128;7880;153.3200073;147.3000031;68.09999847;196.8999939;7877;2.450000048;03_Copepod;03_copepod;03_copepod;1062.02354622619;1561.38003286;721.859983782;1.56138003286;0.721859983782;0.885220514755766;0.425787545325044;0.0000158112949680333
1661;abr1_noronha_st01_300_d2_d2_1;18220;12740;88;127;4386;158.1799927;117.3000031;47.59999847;130.1999969;4372;1.883999944;03_Copepod;03_copepod;03_copepod;792.328632841438;1243.38003286;504.559983782;1.24338003286;0.504559983782;0.492727241946602;0.165656276201891;0.00000787368461263585
